Season,market,Team_Name,wins,losses,ties
1985,University of Delaware,Fightin Blue Hens,11,16,0
1984,University of Delaware,Fightin Blue Hens,12,16,0
1983,University of Delaware,Fightin Blue Hens,11,16,0
1982,University of Delaware,Fightin Blue Hens,11,14,0
1981,University of Delaware,Fightin Blue Hens,9,17,0
1980,University of Delaware,Fightin Blue Hens,6,19,0
1979,University of Delaware,Fightin Blue Hens,9,19,0
1978,University of Delaware,Fightin Blue Hens,5,22,0
1977,University of Delaware,Fightin Blue Hens,16,11,0
1976,University of Delaware,Fightin Blue Hens,12,13,0
1975,University of Delaware,Fightin Blue Hens,10,15,0
1974,University of Delaware,Fightin Blue Hens,12,13,0
1973,University of Delaware,Fightin Blue Hens,15,11,0
1972,University of Delaware,Fightin Blue Hens,14,11,0
1971,University of Delaware,Fightin Blue Hens,18,7,0
1970,University of Delaware,Fightin Blue Hens,11,14,0
1969,University of Delaware,Fightin Blue Hens,16,9,0
1968,University of Delaware,Fightin Blue Hens,11,10,0
1967,University of Delaware,Fightin Blue Hens,16,7,0
1966,University of Delaware,Fightin Blue Hens,15,9,0
1965,University of Delaware,Fightin Blue Hens,9,15,0
1964,University of Delaware,Fightin Blue Hens,3,17,0
1963,University of Delaware,Fightin Blue Hens,13,10,0
1962,University of Delaware,Fightin Blue Hens,14,8,0
1961,University of Delaware,Fightin Blue Hens,18,5,0
1960,University of Delaware,Fightin Blue Hens,8,11,0
1959,University of Delaware,Fightin Blue Hens,7,16,0
1958,University of Delaware,Fightin Blue Hens,9,13,0
1957,University of Delaware,Fightin Blue Hens,8,12,0
2016,University of Denver,Pioneers,16,14,0
2015,University of Denver,Pioneers,16,15,0
2014,University of Denver,Pioneers,12,18,0
2013,University of Denver,Pioneers,16,15,0
2012,University of Denver,Pioneers,22,10,0
2011,University of Denver,Pioneers,22,9,0
2010,University of Denver,Pioneers,13,17,0
2009,University of Denver,Pioneers,19,13,0
2008,University of Denver,Pioneers,15,16,0
2007,University of Denver,Pioneers,11,19,0
2006,University of Denver,Pioneers,4,25,0
2005,University of Denver,Pioneers,16,15,0
2004,University of Denver,Pioneers,20,11,0
2003,University of Denver,Pioneers,14,13,0
2002,University of Denver,Pioneers,17,15,0
2001,University of Denver,Pioneers,8,20,0
2000,University of Denver,Pioneers,10,18,0
1999,University of Denver,Pioneers,6,22,0
1998,University of Denver,Pioneers,10,17,0
1997,University of Denver,Pioneers,7,20,0
1996,University of Denver,Pioneers,14,12,0
1995,University of Denver,Pioneers,22,7,0
1994,University of Denver,Pioneers,18,10,0
1993,University of Denver,Pioneers,17,13,0
1992,University of Denver,Pioneers,15,11,0
1991,University of Denver,Pioneers,26,6,0
1990,University of Denver,Pioneers,19,10,0
1989,University of Denver,Pioneers,16,12,0
1988,University of Denver,Pioneers,18,12,0
1987,University of Denver,Pioneers,19,9,0
1986,University of Denver,Pioneers,20,9,0
1985,University of Denver,Pioneers,17,12,0
1984,University of Denver,Pioneers,14,13,0
1983,University of Denver,Pioneers,28,4,0
1982,University of Denver,Pioneers,21,7,0
1981,University of Denver,Pioneers,22,7,0
1980,University of Denver,Pioneers,22,7,0
1979,University of Denver,Pioneers,19,10,0
1978,University of Denver,Pioneers,15,12,0
1977,University of Denver,Pioneers,10,17,0
1976,University of Denver,Pioneers,12,15,0
1975,University of Denver,Pioneers,12,15,0
1974,University of Denver,Pioneers,9,16,0
1973,University of Denver,Pioneers,11,15,0
1972,University of Denver,Pioneers,17,9,0
1971,University of Denver,Pioneers,11,15,0
1970,University of Denver,Pioneers,17,9,0
1969,University of Denver,Pioneers,13,11,0
1968,University of Denver,Pioneers,2,24,0
1967,University of Denver,Pioneers,11,14,0
1966,University of Denver,Pioneers,13,12,0
1965,University of Denver,Pioneers,14,11,0
1964,University of Denver,Pioneers,11,14,0
1963,University of Denver,Pioneers,6,20,0
1962,University of Denver,Pioneers,6,19,0
1961,University of Denver,Pioneers,8,17,0
1960,University of Denver,Pioneers,12,14,0
1959,University of Denver,Pioneers,13,11,0
1958,University of Denver,Pioneers,14,10,0
1957,University of Denver,Pioneers,13,12,0
1956,University of Denver,Pioneers,11,12,0
1955,University of Denver,Pioneers,13,12,0
1954,University of Denver,Pioneers,9,14,0
1953,University of Denver,Pioneers,6,21,0
1952,University of Denver,Pioneers,9,16,0
1951,University of Denver,Pioneers,11,15,0
1950,University of Denver,Pioneers,14,16,0
1949,University of Denver,Pioneers,18,13,0
1948,University of Denver,Pioneers,18,15,0
1947,University of Denver,Pioneers,18,11,0
1946,University of Denver,Pioneers,16,10,0
1945,University of Denver,Pioneers,9,15,0
1944,University of Denver,Pioneers,7,16,0
1943,University of Denver,Pioneers,6,18,0
1942,University of Denver,Pioneers,19,8,0
1941,University of Denver,Pioneers,4,16,0
1940,University of Denver,Pioneers,8,9,0
1939,University of Denver,Pioneers,6,15,0
1938,University of Denver,Pioneers,5,13,0
1937,University of Denver,Pioneers,2,16,0
1936,University of Denver,Pioneers,14,6,0
1935,University of Denver,Pioneers,11,5,0
1934,University of Denver,Pioneers,13,7,0
1933,University of Denver,Pioneers,8,9,0
1932,University of Denver,Pioneers,7,12,0
1931,University of Denver,Pioneers,3,15,0
1930,University of Denver,Pioneers,10,8,0
1929,University of Denver,Pioneers,10,7,0
1928,University of Denver,Pioneers,12,8,0
1927,University of Denver,Pioneers,10,6,0
1926,University of Denver,Pioneers,5,7,0
1925,University of Denver,Pioneers,5,7,0
1924,University of Denver,Pioneers,6,6,0
1923,University of Denver,Pioneers,3,8,0
1922,University of Denver,Pioneers,5,4,0
1921,University of Denver,Pioneers,3,6,0
1920,University of Denver,Pioneers,2,8,0
1919,University of Denver,Pioneers,1,8,0
1918,University of Denver,Pioneers,5,4,0
1917,University of Denver,Pioneers,3,4,0
1916,University of Denver,Pioneers,4,4,0
1915,University of Denver,Pioneers,7,3,0
1914,University of Denver,Pioneers,8,0,0
1913,University of Denver,Pioneers,2,4,0
1912,University of Denver,Pioneers,1,5,0
1911,University of Denver,Pioneers,6,4,0
1910,University of Denver,Pioneers,4,6,0
1908,University of Denver,Pioneers,6,10,0
1907,University of Denver,Pioneers,1,2,0
1906,University of Denver,Pioneers,7,10,0
1905,University of Denver,Pioneers,6,7,0
1904,University of Denver,Pioneers,1,0,0
1903,University of Denver,Pioneers,3,1,0
2016,University of Detroit Mercy,Titans,8,23,0
2015,University of Detroit Mercy,Titans,16,15,0
2014,University of Detroit Mercy,Titans,15,18,0
2013,University of Detroit Mercy,Titans,13,19,0
2012,University of Detroit Mercy,Titans,20,13,0
2011,University of Detroit Mercy,Titans,22,14,0
2010,University of Detroit Mercy,Titans,17,16,0
2009,University of Detroit Mercy,Titans,20,14,0
2008,University of Detroit Mercy,Titans,7,23,0
2007,University of Detroit Mercy,Titans,7,23,0
2006,University of Detroit Mercy,Titans,11,19,0
2005,University of Detroit Mercy,Titans,16,16,0
2004,University of Detroit Mercy,Titans,14,16,0
2003,University of Detroit Mercy,Titans,19,11,0
2002,University of Detroit Mercy,Titans,18,12,0
2001,University of Detroit Mercy,Titans,18,13,0
2000,University of Detroit Mercy,Titans,25,12,0
1999,University of Detroit Mercy,Titans,20,12,0
1998,University of Detroit Mercy,Titans,25,6,0
1997,University of Detroit Mercy,Titans,25,6,0
1996,University of Detroit Mercy,Titans,16,13,0
1995,University of Detroit Mercy,Titans,18,11,0
1994,University of Detroit Mercy,Titans,13,15,0
1993,University of Detroit Mercy,Titans,16,13,0
1992,University of Detroit Mercy,Titans,15,12,0
1991,University of Detroit Mercy,Titans,12,17,0
1990,University of Detroit Mercy,Titans,9,19,0
1989,University of Detroit Mercy,Titans,10,18,0
1988,University of Detroit Mercy,Titans,7,21,0
1987,University of Detroit Mercy,Titans,7,23,0
1986,University of Detroit Mercy,Titans,7,21,0
1985,University of Detroit Mercy,Titans,14,15,0
1984,University of Detroit Mercy,Titans,16,12,0
1983,University of Detroit Mercy,Titans,8,20,0
1982,University of Detroit Mercy,Titans,12,17,0
1981,University of Detroit Mercy,Titans,10,17,0
1980,University of Detroit Mercy,Titans,9,18,0
1979,University of Detroit Mercy,Titans,14,13,0
1978,University of Detroit Mercy,Titans,22,6,0
1977,University of Detroit Mercy,Titans,25,4,0
1976,University of Detroit Mercy,Titans,26,3,0
1975,University of Detroit Mercy,Titans,19,8,0
1974,University of Detroit Mercy,Titans,17,9,0
1973,University of Detroit Mercy,Titans,17,9,0
1972,University of Detroit Mercy,Titans,16,9,0
1971,University of Detroit Mercy,Titans,18,6,0
1970,University of Detroit Mercy,Titans,14,12,0
1969,University of Detroit Mercy,Titans,7,18,0
1968,University of Detroit Mercy,Titans,16,10,0
1967,University of Detroit Mercy,Titans,13,12,0
1966,University of Detroit Mercy,Titans,10,15,0
1965,University of Detroit Mercy,Titans,17,8,0
1964,University of Detroit Mercy,Titans,20,8,0
1963,University of Detroit Mercy,Titans,14,11,0
1962,University of Detroit Mercy,Titans,14,12,0
1961,University of Detroit Mercy,Titans,15,12,0
1960,University of Detroit Mercy,Titans,18,9,0
1959,University of Detroit Mercy,Titans,20,7,0
1958,University of Detroit Mercy,Titans,11,14,0
1957,University of Detroit Mercy,Titans,13,12,0
1956,University of Detroit Mercy,Titans,11,15,0
1955,University of Detroit Mercy,Titans,13,12,0
1954,University of Detroit Mercy,Titans,15,11,0
1953,University of Detroit Mercy,Titans,11,17,0
1952,University of Detroit Mercy,Titans,12,14,0
1951,University of Detroit Mercy,Titans,14,12,0
1950,University of Detroit Mercy,Titans,17,14,0
1949,University of Detroit Mercy,Titans,20,6,0
1948,University of Detroit Mercy,Titans,12,10,0
1947,University of Detroit Mercy,Titans,7,15,0
1946,University of Detroit Mercy,Titans,12,13,0
1945,University of Detroit Mercy,Titans,15,8,0
1944,University of Detroit Mercy,Titans,8,12,0
1943,University of Detroit Mercy,Titans,13,7,0
1942,University of Detroit Mercy,Titans,15,5,0
1941,University of Detroit Mercy,Titans,13,8,0
1940,University of Detroit Mercy,Titans,11,10,0
1939,University of Detroit Mercy,Titans,14,9,0
1938,University of Detroit Mercy,Titans,15,5,0
1937,University of Detroit Mercy,Titans,16,4,0
1936,University of Detroit Mercy,Titans,11,5,0
1935,University of Detroit Mercy,Titans,12,5,0
1934,University of Detroit Mercy,Titans,4,10,0
1933,University of Detroit Mercy,Titans,7,8,0
1932,University of Detroit Mercy,Titans,12,5,0
1931,University of Detroit Mercy,Titans,8,8,0
1930,University of Detroit Mercy,Titans,10,9,0
1929,University of Detroit Mercy,Titans,10,9,0
1928,University of Detroit Mercy,Titans,4,11,0
1927,University of Detroit Mercy,Titans,11,4,0
1926,University of Detroit Mercy,Titans,8,9,0
1925,University of Detroit Mercy,Titans,13,6,0
1924,University of Detroit Mercy,Titans,6,6,0
1923,University of Detroit Mercy,Titans,9,8,0
1922,University of Detroit Mercy,Titans,9,7,0
1921,University of Detroit Mercy,Titans,2,13,0
1920,University of Detroit Mercy,Titans,10,8,0
1919,University of Detroit Mercy,Titans,12,7,0
1918,University of Detroit Mercy,Titans,4,5,0
1917,University of Detroit Mercy,Titans,13,5,0
1916,University of Detroit Mercy,Titans,5,4,0
1915,University of Detroit Mercy,Titans,7,3,0
1914,University of Detroit Mercy,Titans,3,5,0
1913,University of Detroit Mercy,Titans,6,3,0
1912,University of Detroit Mercy,Titans,13,0,0
1911,University of Detroit Mercy,Titans,6,5,0
1910,University of Detroit Mercy,Titans,6,0,0
1909,University of Detroit Mercy,Titans,2,3,0
1906,University of Detroit Mercy,Titans,1,3,0
1905,University of Detroit Mercy,Titans,3,1,0
2016,University of Evansville,Aces,16,17,0
2015,University of Evansville,Aces,25,9,0
2014,University of Evansville,Aces,24,12,0
2013,University of Evansville,Aces,14,19,0
2012,University of Evansville,Aces,21,15,0
2011,University of Evansville,Aces,16,16,0
2010,University of Evansville,Aces,16,16,0
2009,University of Evansville,Aces,9,21,0
2008,University of Evansville,Aces,17,14,0
2007,University of Evansville,Aces,9,21,0
2006,University of Evansville,Aces,14,17,0
2005,University of Evansville,Aces,10,19,0
2004,University of Evansville,Aces,11,17,0
2003,University of Evansville,Aces,7,22,0
2002,University of Evansville,Aces,12,16,0
2001,University of Evansville,Aces,7,21,0
2000,University of Evansville,Aces,14,16,0
1999,University of Evansville,Aces,18,12,0
1998,University of Evansville,Aces,23,10,0
1997,University of Evansville,Aces,15,15,0
1996,University of Evansville,Aces,17,14,0
1995,University of Evansville,Aces,13,14,0
1994,University of Evansville,Aces,18,9,0
1993,University of Evansville,Aces,21,11,0
1992,University of Evansville,Aces,23,7,0
1991,University of Evansville,Aces,24,6,0
1990,University of Evansville,Aces,14,14,0
1989,University of Evansville,Aces,17,15,0
1988,University of Evansville,Aces,25,6,0
1987,University of Evansville,Aces,21,8,0
1986,University of Evansville,Aces,16,12,0
1985,University of Evansville,Aces,8,19,0
1984,University of Evansville,Aces,13,16,0
1983,University of Evansville,Aces,15,14,0
1982,University of Evansville,Aces,13,16,0
1981,University of Evansville,Aces,23,6,0
1980,University of Evansville,Aces,19,9,0
1979,University of Evansville,Aces,18,10,0
1978,University of Evansville,Aces,13,16,0
1977,University of Evansville,Aces,1,3,0
1976,University of Evansville,Aces,15,12,0
1975,University of Evansville,Aces,20,9,0
1974,University of Evansville,Aces,13,13,0
1973,University of Evansville,Aces,19,9,0
1972,University of Evansville,Aces,14,12,0
1971,University of Evansville,Aces,22,6,0
1970,University of Evansville,Aces,22,8,0
1969,University of Evansville,Aces,12,14,0
1968,University of Evansville,Aces,12,14,0
1967,University of Evansville,Aces,20,8,0
1966,University of Evansville,Aces,8,17,0
1965,University of Evansville,Aces,18,9,0
1964,University of Evansville,Aces,29,0,0
1963,University of Evansville,Aces,26,3,0
1962,University of Evansville,Aces,21,6,0
1961,University of Evansville,Aces,14,11,0
1960,University of Evansville,Aces,11,16,0
1959,University of Evansville,Aces,25,4,0
1958,University of Evansville,Aces,21,6,0
1957,University of Evansville,Aces,23,4,0
1956,University of Evansville,Aces,18,8,0
1955,University of Evansville,Aces,16,7,0
1954,University of Evansville,Aces,20,6,0
1953,University of Evansville,Aces,12,12,0
1952,University of Evansville,Aces,10,15,0
1951,University of Evansville,Aces,7,20,0
1950,University of Evansville,Aces,23,7,0
1949,University of Evansville,Aces,14,14,0
1948,University of Evansville,Aces,14,11,0
1947,University of Evansville,Aces,8,18,0
1946,University of Evansville,Aces,7,15,0
2016,University of Florida,Gators,27,9,0
2015,University of Florida,Gators,21,15,0
2014,University of Florida,Gators,16,17,0
2013,University of Florida,Gators,36,3,0
2012,University of Florida,Gators,29,8,0
2011,University of Florida,Gators,26,11,0
2010,University of Florida,Gators,29,8,0
2009,University of Florida,Gators,21,13,0
2008,University of Florida,Gators,25,11,0
2007,University of Florida,Gators,24,12,0
2006,University of Florida,Gators,35,5,0
2005,University of Florida,Gators,33,6,0
2004,University of Florida,Gators,24,8,0
2003,University of Florida,Gators,20,11,0
2002,University of Florida,Gators,25,8,0
2001,University of Florida,Gators,22,9,0
2000,University of Florida,Gators,24,7,0
1999,University of Florida,Gators,29,8,0
1998,University of Florida,Gators,22,9,0
1997,University of Florida,Gators,14,15,0
1996,University of Florida,Gators,13,17,0
1995,University of Florida,Gators,12,16,0
1994,University of Florida,Gators,17,13,0
1993,University of Florida,Gators,29,8,0
1992,University of Florida,Gators,16,12,0
1991,University of Florida,Gators,19,14,0
1990,University of Florida,Gators,11,17,0
1989,University of Florida,Gators,7,21,0
1988,University of Florida,Gators,21,13,0
1987,University of Florida,Gators,22,11,0
1986,University of Florida,Gators,21,10,0
1985,University of Florida,Gators,19,14,0
1984,University of Florida,Gators,18,12,0
1983,University of Florida,Gators,16,13,0
1982,University of Florida,Gators,13,18,0
1981,University of Florida,Gators,5,22,0
1980,University of Florida,Gators,12,16,0
1979,University of Florida,Gators,7,21,0
1978,University of Florida,Gators,8,19,0
1977,University of Florida,Gators,15,12,0
1976,University of Florida,Gators,17,9,0
1975,University of Florida,Gators,12,14,0
1974,University of Florida,Gators,12,16,0
1973,University of Florida,Gators,15,11,0
1972,University of Florida,Gators,11,15,0
1971,University of Florida,Gators,10,15,0
1970,University of Florida,Gators,11,15,0
1969,University of Florida,Gators,9,17,0
1968,University of Florida,Gators,18,9,0
1967,University of Florida,Gators,15,10,0
1966,University of Florida,Gators,21,4,0
